activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,122910,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '12.00', 'le': '0.23', 'lle': '-1.32', 'sei': '9.00'}",CHEMBL96758,,CHEMBL96758,6.65,0,http://www.openphacts.org/units/Nanomolar,174803,=,1,1,=,,IC50,nM,,226.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.226
,125483,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(F)c(C)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '13.95', 'le': '0.27', 'lle': '0.36', 'sei': '9.62'}",CHEMBL96143,,CHEMBL96143,7.11,0,http://www.openphacts.org/units/Nanomolar,174798,=,1,1,=,,IC50,nM,,78.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.078
,126995,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(C(C)(C)C)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '12.13', 'le': '0.23', 'lle': '-1.13', 'sei': '8.77'}",CHEMBL94716,,CHEMBL94716,6.47,0,http://www.openphacts.org/units/Nanomolar,174793,=,1,1,=,,IC50,nM,,335.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.335
,129313,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '14.35', 'le': '0.28', 'lle': '0.67', 'sei': '9.63'}",CHEMBL96451,,CHEMBL96451,7.11,0,http://www.openphacts.org/units/Nanomolar,174802,=,1,1,=,,IC50,nM,,77.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.077
,133207,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(OC)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '12.85', 'le': '0.25', 'lle': '0.21', 'sei': '7.85'}",CHEMBL92130,,CHEMBL92130,6.52,0,http://www.openphacts.org/units/Nanomolar,174796,=,1,1,=,,IC50,nM,,300.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.3
,136814,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(Cl)c(Cl)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '13.16', 'le': '0.27', 'lle': '-0.42', 'sei': '9.74'}",CHEMBL318684,,CHEMBL318684,7.19,1,http://www.openphacts.org/units/Nanomolar,174800,=,1,1,=,,IC50,nM,,64.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.064
,140350,[],CHEMBL759452,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136170,Bioorg Med Chem Lett,2003.0,"{'bei': '15.17', 'le': '0.29', 'lle': '0.94', 'sei': '9.81'}",CHEMBL94306,,CHEMBL94306,7.24,1,http://www.openphacts.org/units/Nanomolar,174791,=,1,1,=,,IC50,nM,,57.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.057
,434516,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1C,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '10.52', 'le': '0.20', 'lle': '-1.44', 'sei': '7.01'}",CHEMBL54097,,CHEMBL54097,5.17,0,http://www.openphacts.org/units/Nanomolar,86864,=,1,1,=,,IC50,nM,,6700.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,6.7
,434522,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(Cl)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '11.13', 'le': '0.22', 'lle': '-1.26', 'sei': '7.72'}",CHEMBL52426,,CHEMBL52426,5.70,0,http://www.openphacts.org/units/Nanomolar,86856,=,1,1,=,,IC50,nM,,2000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,2.0
,435753,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(C(F)(F)F)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '10.53', 'le': '0.21', 'lle': '-1.58', 'sei': '7.78'}",CHEMBL51603,,CHEMBL51603,5.75,0,http://www.openphacts.org/units/Nanomolar,86861,=,1,1,=,,IC50,nM,,1800.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,1.8
,435756,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '12.44', 'le': '0.24', 'lle': '-1.08', 'sei': '9.32'}",CHEMBL430970,,CHEMBL430970,6.89,0,http://www.openphacts.org/units/Nanomolar,86858,=,1,1,=,,IC50,nM,,130.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.13
,438328,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(OC)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '12.48', 'le': '0.24', 'lle': '0.03', 'sei': '7.63'}",CHEMBL50885,,CHEMBL50885,6.34,0,http://www.openphacts.org/units/Nanomolar,86855,=,1,1,=,,IC50,nM,,460.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.46
,439660,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1Cl,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '12.43', 'le': '0.25', 'lle': '-0.59', 'sei': '8.62'}",CHEMBL298187,,CHEMBL298187,6.37,0,http://www.openphacts.org/units/Nanomolar,86849,=,1,1,=,,IC50,nM,,430.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.43
,439666,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1OC,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '11.82', 'le': '0.23', 'lle': '-0.31', 'sei': '7.22'}",CHEMBL50755,,CHEMBL50755,6.00,0,http://www.openphacts.org/units/Nanomolar,86850,=,1,1,=,,IC50,nM,,1000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,1.0
,439672,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '8.11', 'le': '0.16', 'lle': '-2.17', 'sei': '4.37'}",CHEMBL50984,,CHEMBL50984,5.24,0,http://www.openphacts.org/units/Nanomolar,86852,=,1,1,=,,IC50,nM,,5700.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,5.7
,445050,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Cc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '12.85', 'le': '0.25', 'lle': '-0.23', 'sei': '8.56'}",CHEMBL50572,,CHEMBL50572,6.32,0,http://www.openphacts.org/units/Nanomolar,86867,=,1,1,=,,IC50,nM,,480.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.48
,446465,[],CHEMBL841917,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '14.12', 'le': '0.27', 'lle': '0.44', 'sei': '9.13'}",CHEMBL300629,,CHEMBL300629,6.75,1,http://www.openphacts.org/units/Nanomolar,86848,=,1,1,=,,IC50,nM,,180.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.18
,449036,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1CCC,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '13.32', 'le': '0.26', 'lle': '-0.34', 'sei': '9.37'}",CHEMBL50143,,CHEMBL50143,6.92,0,http://www.openphacts.org/units/Nanomolar,86863,=,1,1,=,,IC50,nM,,120.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.12
,449042,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(NS(C)(=O)=O)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '9.99', 'le': '0.20', 'lle': '0.03', 'sei': '4.75'}",CHEMBL53688,,CHEMBL53688,5.70,0,http://www.openphacts.org/units/Nanomolar,86853,=,1,1,=,,IC50,nM,,2000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,2.0
,452960,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(CC(C)C)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '12.90', 'le': '0.25', 'lle': '-0.61', 'sei': '9.32'}",CHEMBL53746,,CHEMBL53746,6.89,0,http://www.openphacts.org/units/Nanomolar,86860,=,1,1,=,,IC50,nM,,130.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.13
,452966,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(C3CCCC3)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '12.36', 'le': '0.24', 'lle': '-1.22', 'sei': '9.13'}",CHEMBL50680,,CHEMBL50680,6.75,0,http://www.openphacts.org/units/Nanomolar,86859,=,1,1,=,,IC50,nM,,180.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.18
,455650,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(C)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '11.36', 'le': '0.22', 'lle': '-1.02', 'sei': '7.56'}",CHEMBL54197,,CHEMBL54197,5.58,0,http://www.openphacts.org/units/Nanomolar,86862,=,1,1,=,,IC50,nM,,2600.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,2.6
,458379,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(S(C)(=O)=O)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '11.88', 'le': '0.24', 'lle': '0.89', 'sei': '6.11'}",CHEMBL52633,,CHEMBL52633,6.60,0,http://www.openphacts.org/units/Nanomolar,86854,=,1,1,=,,IC50,nM,,250.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.25
,460798,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '12.28', 'le': '0.24', 'lle': '-0.35', 'sei': '8.24'}",CHEMBL300026,,CHEMBL300026,6.09,0,http://www.openphacts.org/units/Nanomolar,86857,=,1,1,=,,IC50,nM,,820.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.82
,467258,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(=O)C(c2ccc(OCCCOc3ccc(Oc4ccccc4)cc3)cc2)S1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,,CHEMBL50259,,CHEMBL50259,,0,http://www.openphacts.org/units/Nanomolar,86868,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,470029,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1ccc(C2SC(=O)NC2=O)cc1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '11.23', 'le': '0.22', 'lle': '-1.17', 'sei': '7.48'}",CHEMBL301156,,CHEMBL301156,5.52,0,http://www.openphacts.org/units/Nanomolar,86866,=,1,1,=,,IC50,nM,,3000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,3.0
,470035,[],CHEMBL757883,In vitro binding affinity against human PPAR gamma (peroxisome proliferator-activated gamma receptor),B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,,,CHEMBL1136397,Bioorg Med Chem Lett,2003.0,"{'bei': '18.47', 'le': '0.36', 'lle': '4.11', 'sei': '9.23'}",CHEMBL121,ROSIGLITAZONE,CHEMBL121,6.60,1,http://www.openphacts.org/units/Nanomolar,86851,=,1,1,=,,IC50,nM,,250.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.25
,553644,[],CHEMBL759453,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1ccccc1OCCCOc1cccc(C2OC(=O)NC2=O)c1,,,CHEMBL1136294,Bioorg Med Chem Lett,2003.0,"{'bei': '17.51', 'le': '0.33', 'lle': '2.68', 'sei': '8.76'}",CHEMBL122417,,CHEMBL122417,6.47,0,http://www.openphacts.org/units/Nanomolar,224485,=,1,1,=,,IC50,nM,,340.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.34
,554844,[],CHEMBL759453,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(C=C2CCCCC2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,,,CHEMBL1136294,Bioorg Med Chem Lett,2003.0,"{'bei': '14.23', 'le': '0.27', 'lle': '-0.04', 'sei': '10.56'}",CHEMBL117738,,CHEMBL117738,6.82,0,http://www.openphacts.org/units/Nanomolar,224487,=,1,1,=,,IC50,nM,,150.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.15
,554852,[],CHEMBL759453,In vitro binding affinity against human peroxisome proliferator activated receptor gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(C2CCC(C)(C)CC2)ccc1OCCCOc1cccc(C2OC(=O)NC2=O)c1,,,CHEMBL1136294,Bioorg Med Chem Lett,2003.0,"{'bei': '12.00', 'le': '0.22', 'lle': '-0.73', 'sei': '7.79'}",CHEMBL119066,,CHEMBL119066,5.75,0,http://www.openphacts.org/units/Nanomolar,224491,=,1,1,=,,IC50,nM,,1760.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,1.76
